pKey,JobStartDate,JobEndDate,APINumber,StateNumber,CountyNumber,OperatorName,WellName,Latitude,Longitude,Projection,TVD,TotalBaseWaterVolume,TotalBaseNonWaterVolume,StateName,CountyName,FFVersion,FederalWell,IndianWell,Source,DTMOD
243fecf0-b744-4ccb-8208-f5e87209e733,9/21/2022 6:00,10/14/2022 6:00,5.12351E+12,5,123,Nickel Road Operating LLC,Elder 8Y-HNC,40.587121,-104.638663,NAD83,7129,20005037,0,Colorado,Weld,3,FALSE,FALSE,,
b95b2699-6bac-42b9-870a-f918c3db653e,9/21/2022 6:00,10/14/2022 6:00,5.12351E+12,5,123,Nickel Road Operating LLC,Elder 7Y-HNB,40.587039,-104.638664,NAD83,7083,20118504,0,Colorado,Weld,3,FALSE,FALSE,,
0af41a94-d2bc-4753-864e-2c7bf6c2029f,9/21/2022 6:00,10/14/2022 6:00,5.12351E+12,5,123,Nickel Road Operating LLC,Elder 8Y-HNA,40.587079,-104.638663,NAD83,6976,20013640,0,Colorado,Weld,3,FALSE,FALSE,,
1a0a6aac-fdc7-41d9-afc3-b1bcce4e70bb,10/3/2022 6:00,10/14/2022 6:00,3.3061E+13,33,61,Whiting Petroleum,LITTLEFIELD  11 21H,48.0649,-102.3949,NAD27,10281.36,9226035,0,North Dakota,Mountrail,3,FALSE,FALSE,,
a5060adc-7155-4828-ad11-f35ff5b91c5d,9/18/2022 6:00,10/14/2022 6:00,4.23014E+13,42,301,MEWBOURNE OIL COMPANY,GOODNIGHT 10 11 B B101MD,31.930889,-103.346518,NAD27,10330,21043218,0,Texas,Loving,3,FALSE,FALSE,,
ab423477-bca1-4b30-a882-e089b9b59399,10/9/2022 17:47,10/14/2022 14:01,3.50513E+13,35,51,"Camino Natural Resources, LLC",Wheelock 1106 33-1MH,35.37808775,-97.84589321,NAD27,9598,11665878,0,Oklahoma,Grady,3,FALSE,FALSE,,
721df1ea-b501-4ffe-ab50-fdbc16c5fac8,10/6/2022 13:48,10/14/2022 16:12,3.00155E+13,30,15,Marathon Oil ,Honey Mustard 22 WXY Fed Com 8H,32.19686671,-104.0824807,NAD27,9544,18150930,0,New Mexico,Eddy,3,FALSE,FALSE,,
8f57b9f4-dbc2-43d8-b1f3-4f9960cf7301,10/6/2022 17:32,10/14/2022 19:23,3.00155E+13,30,15,Marathon Oil ,Honey Mustard 22 WXY Fed Com 6H,32.19685509,-104.0766929,NAD27,9547,18276174,0,New Mexico,Eddy,3,FALSE,FALSE,,
54aaaa9f-63e8-40e3-8124-61bf4090f494,10/14/2022 10:04,10/14/2022 19:28,4.21034E+13,42,103,Slant Operating ,JB Tubb AC 1 504,31.494947,-102.595986,NAD83,5343,345626,23470,Texas,Crane,3,FALSE,FALSE,,
28d74e86-deaa-4c89-9b8a-77684a5e2677,8/30/2022 15:23,10/14/2022 21:00,4.22274E+13,42,227,SM Energy,Buttercup 2724LS,32.377062,-101.414521,NAD27,6866.209,45326400,0,Texas,Howard,3,FALSE,FALSE,,
b353f229-698b-4164-83e2-56c51b169794,9/5/2022 10:04,10/14/2022 22:44,4.23894E+13,42,389,"PRI Operating, LLC",Redfish Unit 12A #32H,31.258962,-103.162648,NAD83,9772,28947457,1461047,Texas,Reeves,3,FALSE,FALSE,,
dd6a57e7-6ce3-477c-ae35-ce8f38362cac,10/14/2022 8:00,10/14/2022 22:45,4.21034E+13,42,103,"Ring Energy, Inc.",Mcknight MB 0306S,31.53967,-102.69376,NAD83,4160,1124466,68208,Texas,Crane,3,FALSE,FALSE,,
82bb5f84-ec89-42f8-861b-d52c188368f4,8/31/2022 12:59,10/15/2022 0:08,4.22274E+13,42,227,SM Energy,Buttercup 2743WA,32.377042,-101.414915,NAD27,7245.168,45301872,0,Texas,Howard,3,FALSE,FALSE,,
5e469e8c-1358-430d-a201-3ae8a80f9dc5,10/14/2022 16:27,10/15/2022 1:03,3.50032E+13,35,3,Mach Resources,Constantin 34-28-12 2H,36.86914305,-98.48129181,NAD83,5257,1329678,0,Oklahoma,Alfalfa,3,FALSE,FALSE,,
0258f626-bbd7-4dad-bef4-0b17e4f9d7be,10/13/2022 5:31,10/15/2022 1:03,4.90095E+13,49,9,Devon Energy Production Company L. P.,Rankin Fed 21-283668-4XTPH,43.088104,-105.016017,NAD83,6400,3457286,0,Wyoming,Converse,3,FALSE,FALSE,,
728bd557-226a-4a70-b81c-5301673c140b,8/31/2022 19:54,10/15/2022 2:45,4.22274E+13,42,227,SM Energy,Buttercup 2723LS,32.377022,-101.415009,NAD27,6873.406,45303468,0,Texas,Howard,3,FALSE,FALSE,,
5610411a-48f9-4584-82ea-a2dc567e7acc,10/7/2022 4:00,10/15/2022 4:00,3.71312E+13,37,131,BKV Operating LLC,P&G 3 11H,41.57944,-76.05617,NAD83,7668,4970480.76,0,Pennsylvania,Wyoming,3,FALSE,FALSE,,
fea108c5-99ed-45b2-8d4d-e155e532f51c,10/9/2022 5:00,10/15/2022 5:00,1.70313E+13,17,31,"EXCO Resources, Inc.",AMSOUTH TR FD LLC 5 002-ALT,32.137089,-93.612042,NAD83,12480.6,13359772,0,Louisiana,De Soto,3,FALSE,FALSE,,
0fa62dee-9f0c-4a5c-a3ed-cfc98a1f2093,9/29/2022 5:00,10/15/2022 5:00,4.21633E+13,42,163,"Trinity Operating (USG), LLC",MIDWAY J 130H,28.6823,-99.3657,NAD27,7110,19867196,0,Texas,Frio,3,FALSE,FALSE,,
06040dbc-89c7-4875-a796-b7ba7b61bee4,9/29/2022 5:00,10/15/2022 5:00,4.21633E+13,42,163,"Trinity Operating (USG), LLC",MIDWAY J  131H,28.6822,-99.3657,NAD27,7151,20648969,0,Texas,Frio,3,FALSE,FALSE,,
f422d037-af8b-4070-9b3f-a086dfecc071,9/30/2022 5:00,10/15/2022 5:00,4.21633E+13,42,163,"Trinity Operating (USG), LLC",MIDWAY J 132H,28.6821,-99.3658,NAD27,7172,18943137,0,Texas,Frio,3,FALSE,FALSE,,
4c326e55-1dcd-4258-8bd2-da650892b1c2,10/15/2022 5:00,10/15/2022 5:00,4.23933E+13,42,393,"Hadaway Consulting and Engineering, LLC",Leona 6A #2,35.9194972,-100.7417306,NAD27,7310,192125,0,Texas,Roberts,3,FALSE,FALSE,,
097fd9d6-00c8-45b5-8147-6b4883ca793e,8/31/2022 23:44,10/15/2022 5:39,4.22274E+13,42,227,SM Energy,Buttercup 2742WA,32.3770022,-101.415104,NAD27,7247.144,45391332,0,Texas,Howard,3,FALSE,FALSE,,
c2d92ebe-8930-4ab1-95c0-25fb9733c678,10/11/2022 6:00,10/15/2022 6:00,5.06707E+12,5,67,SIMCOE LLC,Grace Cowen A 1,37.2176,-107.82,WGS84,2595,172979,0,Colorado,La Plata,3,FALSE,FALSE,,
f83e0da3-e439-4f88-bcf7-5f4ffc57b4cb,10/5/2022 6:00,10/15/2022 6:00,5.12346E+12,5,123,PDC Energy,Ferguson 23E-232,40.38616,-104.52489,NAD83,6496,6379183,0,Colorado,Weld,3,FALSE,FALSE,,
2274a2e8-aed6-4f74-a150-54e7013b57cb,10/5/2022 6:00,10/15/2022 6:00,5.12346E+12,5,123,PDC Energy,Ferguson 23F-302,40.38604,-104.52489,NAD83,6570,6705526,0,Colorado,Weld,3,FALSE,FALSE,,
1515a4fe-bfab-45b6-8cd0-76f66464f41d,10/5/2022 6:00,10/15/2022 6:00,5.12346E+12,5,123,PDC Energy,Ferguson 23F-202,40.38599,-104.52489,NAD83,6462,6712130,0,Colorado,Weld,3,FALSE,FALSE,,
cf91e48f-c3da-4260-8c77-e396b4732c1e,10/5/2022 6:00,10/15/2022 6:00,5.12346E+12,5,123,PDC Energy,Ferguson 23F-212,40.38608,-104.52489,NAD83,6486,6770152,0,Colorado,Weld,3,FALSE,FALSE,,
fa79c39d-2d4c-4ddf-b06d-4d9df9f96019,10/5/2022 6:00,10/15/2022 6:00,5.12346E+12,5,123,PDC Energy,Ferguson 23E-332,40.38612,-104.52489,NAD83,6558,6391833,0,Colorado,Weld,3,FALSE,FALSE,,
d62a9eb4-5a0b-48bd-b254-3eba9c69c689,10/14/2022 13:52,10/15/2022 11:53,4.22354E+13,42,235,Ganador Operaing LLC,Sugg 3060 #12,31.394598,-100.946706,NAD83,6540,820389,0,Texas,Irion,3,FALSE,FALSE,,
a137cb56-a986-45a0-9a0d-d58f35f599a1,9/16/2022 22:22,10/15/2022 12:43,4.7103E+13,47,103,Antero Resources Corporation,CAVATICA UNIT 2H,39.52605,-80.762008,NAD83,6904,30619371,0,West Virginia,Wetzel,3,FALSE,FALSE,,
13383073-7109-4020-9e09-05b1001670fd,9/17/2022 2:00,10/15/2022 17:57,4.7103E+13,47,103,Antero Resources Corporation,BALDY UNIT 2H,39.525967,-80.762003,NAD83,6935,30582510,0,West Virginia,Wetzel,3,FALSE,FALSE,,
530dfb92-2502-4980-a933-cc718c3682b3,10/15/2022 13:22,10/15/2022 23:43,4.21034E+13,42,103,"Ring Energy, Inc.",Mcknight MB 460H,31.553946,-102.694007,NAD83,4830,1099913,63907,Texas,Crane,3,FALSE,FALSE,,
af6d19d5-fd7f-4caf-b786-2b8c043fa195,9/30/2022 6:00,10/16/2022 0:00,3.00155E+13,30,15,"Novo Oil & Gas Texas, LLC",Ovation Fed Com 1318 134H,32.299531,-104.048584,NAD27,9076,22150128,0,New Mexico,Eddy,3,TRUE,FALSE,,
83225ffd-d6f5-4f4a-a053-13e6552a8857,9/30/2022 6:00,10/16/2022 0:00,3.00155E+13,30,15,"Novo Oil & Gas Texas, LLC",Ovation Fed Com 1318 213H,32.299532,-104.048714,NAD27,9170,21423444,0,New Mexico,Eddy,3,TRUE,FALSE,,
1889acaa-117b-4939-8472-80e3bf5b2f1f,9/30/2022 6:00,10/16/2022 0:00,3.00155E+13,30,15,"Novo Oil & Gas Texas, LLC",Ovation Fed Com 1318 223H,32.299532,-104.048843,NAD27,9408,21339906,0,New Mexico,Eddy,3,TRUE,FALSE,,
9e7d4baf-9c2d-4fc0-b459-3b518bfe3e3f,10/4/2022 0:00,10/16/2022 0:00,3.71312E+13,37,131,BKV Operating LLC,P&G 3 5H,41.344433,-76.03189,NAD83,7526,14990251.08,0,Pennsylvania,Wyoming,3,FALSE,FALSE,,
b70cfb24-4df4-4163-a690-f51ed8aa9030,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25A 1H,31.6245928,-101.9389798,NAD27,9572,33936294,0,Texas,Upton,3,FALSE,FALSE,,
2358c944-f796-4aea-a1a5-8bed77e8f0b8,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25B 2H,31.6246478,-101.9389971,NAD27,9072,30225216,0,Texas,Upton,3,FALSE,FALSE,,
cd64dbc3-eed0-4d11-84c0-34df17687abf,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25C 3H,31.6247005,-101.9390145,NAD27,9357,33647250,0,Texas,Upton,3,FALSE,FALSE,,
2f1f201b-0223-4714-83dd-c7c18d4ac3f1,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25D 4H,31.6247514,-101.9390325,NAD27,9088,30154992,0,Texas,Upton,3,FALSE,FALSE,,
92a3d90c-0047-4294-a243-cd80acbc2f35,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25E 5H,31.6248021,-101.9390491,NAD27,9429,33022095,0,Texas,Upton,3,FALSE,FALSE,,
933769cd-6ad3-4bf2-9cf6-1e8dcd2227c1,9/20/2022 0:00,10/16/2022 0:00,4.24614E+13,42,461,Pioneer Natural Resources,JRS Farms 13 25F 6H,31.6248582,-101.939068,NAD27,9092,29712825,0,Texas,Upton,3,FALSE,FALSE,,
9284c8a6-33c3-4668-9bc1-3d90e116fc9e,9/28/2022 20:26,10/16/2022 2:10,4.21234E+13,42,123,ConocoPhillips Company/Burlington Resources,Hamilton B-Hooks 3 USW E1,29.2203583,-97.3796584,NAD83,13333,14035280,0,Texas,DeWitt,3,FALSE,FALSE,,
e77f67f8-ec0e-477a-b6d7-53ae1b3a9378,10/12/2022 5:00,10/16/2022 5:00,3.00255E+13,30,25,Matador Production Company,LESLIE FEDERAL COM #113H,32.1239584,-103.3876612,NAD83,10395,6250182,0,New Mexico,Lea,3,TRUE,FALSE,,
d0fe39f5-88a0-4af9-a9bd-1b664f05ffb1,10/3/2022 5:00,10/16/2022 5:00,3.00255E+13,30,25,Advance Energy Partners Hat Mesa LLC,Dagger State Com #302H,32.449854,-103.617538,NAD83,10074,22943146,963926,New Mexico,Lea,3,FALSE,FALSE,,
d788159c-24bf-41d3-b42f-22e7b3051cae,10/3/2022 5:00,10/16/2022 5:00,3.00255E+13,30,25,Advance Energy Partners Hat Mesa LLC,Dagger State Com #516H,32.449854,-103.617247,NAD83,10349,22983886,961952,New Mexico,Lea,3,FALSE,FALSE,,
5ac49856-1d7f-4104-951b-ad6748c61966,10/9/2022 5:00,10/16/2022 5:00,3.50173E+13,35,17,Cimarex Energy Co.,LEOTA 5H-1918X,35.580783,-98.0897171,NAD83,11619,24749045,0,Oklahoma,Canadian,3,FALSE,FALSE,,
59f6f302-1692-48dc-8171-577bedb2819f,10/3/2022 6:00,10/16/2022 6:00,5.12348E+12,5,123,"Bayswater Exploration & Production, LLC",Pickaroon 3,40.58457,-104.58389,NAD83,7119,20002623,0,Colorado,Weld,3,FALSE,FALSE,,
b13f2e84-b5e2-487e-9abd-8d587e35c5aa,10/3/2022 6:00,10/16/2022 6:00,5.12348E+12,5,123,"Bayswater Exploration & Production, LLC",Pickaroon 1,40.58471,-104.58389,NAD83,7156,20176655,0,Colorado,Weld,3,FALSE,FALSE,,
dce8425d-68c3-461d-bc6f-041b025e7d7e,10/3/2022 6:00,10/16/2022 6:00,5.12348E+12,5,123,"Bayswater Exploration & Production, LLC",Pickaroon 2,40.58464,-104.58389,NAD83,7185,20136389,0,Colorado,Weld,3,FALSE,FALSE,,
d1891c04-22d4-4fce-98bd-d62d536465cd,10/3/2022 6:00,10/16/2022 6:00,3.00155E+13,30,15,MEWBOURNE OIL COMPANY,Local Legend 18-17 B2EH Fed Com 1H,32.75013416,-103.9157917,NAD27,8480,19622358,0,New Mexico,Eddy,3,FALSE,FALSE,,
080a2ca0-083b-464f-9629-67667a92297c,10/4/2022 6:00,10/16/2022 6:00,3.00155E+13,30,15,MEWBOURNE OIL COMPANY,Local Legend 18-17 B2DA Fed Com 1H,32.7502167,-103.9157917,NAD27,8450,19778262,0,New Mexico,Eddy,3,FALSE,FALSE,,
5fc81666-96d3-4266-bbe6-fcf75098b7c3,9/27/2022 20:38,10/16/2022 6:58,3.50872E+13,35,87,"Charter Oak Production Co., LLC",Tut 1-9-16-21XH,34.927381,-97.311032,NAD83,6439,27609306,1983894,Oklahoma,McClain,3,FALSE,FALSE,,
cb99ab2a-40e2-44f5-bc66-54dd9ed5a500,10/12/2022 13:44,10/16/2022 20:43,3.30531E+13,33,53,"PetroShale (US), Inc.",LA VERENDRYE FEDERAL 5TFH,47.701497,-102.896541,NAD83,11098.15,4876763,0,North Dakota,McKenzie,3,TRUE,FALSE,,
e675e254-9aef-426b-a4ce-1a95ff00cf3c,10/12/2022 15:28,10/16/2022 22:17,3.30531E+13,33,53,"PetroShale (US), Inc.",SACAGAWEA FEDERAL 4MBH,47.701414,-102.896541,NAD83,11025.25,4401374,0,North Dakota,McKenzie,3,TRUE,FALSE,,
06d75c46-cc96-4b51-9a50-6768fb78a6c8,9/23/2022 0:00,10/17/2022 0:00,3.40132E+13,34,13,"Ascent Resources - Utica, LLC",R HOOVER S WHL BL 6H,40.141281,-80.88842,NAD83,9588,16201164,0,Ohio,Belmont,3,FALSE,FALSE,,
99a221f8-3718-4c40-8fd8-ec1e0ebfa6aa,10/17/2022 0:00,10/17/2022 0:00,3.51392E+13,35,139,Scout Energy Partners,Johnson Est 13-3,36.593059,-101.292213,NAD27,3253,71106,0,Oklahoma,Texas,3,FALSE,FALSE,,
66a01934-2ab7-4982-a225-0132bf9291ce,10/17/2022 0:00,10/17/2022 0:00,4.23413E+13,42,341,Scout Energy Partners,Longanecker 6,35.9938479,-101.7403411,NAD27,3240,45696,0,Texas,Moore,3,FALSE,FALSE,,
d62ea642-bf36-4c2c-8604-0ee1b53b2521,9/9/2022 5:00,10/17/2022 5:00,1.70812E+13,17,81,Aethon Energy Operating LLC,HA RA SUL;HARRIS 10-3 HC 001-ALT,32.20775081,-93.48401037,NAD83,12068,40505170,0,Louisiana,Red River,3,FALSE,FALSE,,
8e91b0b3-2578-4368-a801-7a21eb89a0e7,9/10/2022 5:00,10/17/2022 5:00,1.70812E+13,17,81,Aethon Energy Operating LLC,HA RA SUL;HARRIS 10-3 HC 002-ALT,32.20775126,-93.48395217,NAD83,12058,39445451,0,Louisiana,Red River,3,FALSE,FALSE,,
69a94bd7-7662-4ffe-8ef9-cad1f24eee01,9/10/2022 5:00,10/17/2022 5:00,1.70812E+13,17,81,Aethon Energy Operating LLC,HA RA SUL;HARRIS 10-3 HC 003-ALT,32.2077446,-93.483889,NAD83,11997,41797787,0,Louisiana,Red River,3,FALSE,FALSE,,
6504cd89-faad-4e2c-a32b-671c643f5aac,10/5/2022 5:00,10/17/2022 5:00,3.00155E+13,30,15,Occidental Oil and Gas,HEADS CC 9 4 FEDERAL COM 312H,32.22212093,-103.9859738,NAD27,10023,18803022,0,New Mexico,Eddy,3,TRUE,FALSE,,
284229b1-9a35-4c78-84cc-e446f094dad3,10/5/2022 5:00,10/17/2022 5:00,3.00155E+13,30,15,Occidental Oil and Gas,HEADS CC 9 4 FEDERAL COM 38H,32.22211292,-103.98586,NAD27,10141,19215588,0,New Mexico,Eddy,3,TRUE,FALSE,,
af187d08-35a2-4cac-88ec-9d5ef59fceca,10/5/2022 5:00,10/17/2022 5:00,3.00155E+13,30,15,Occidental Oil and Gas,HEADS CC 9 4 FEDERAL COM 36H,32.222102,-103.985718,NAD27,10057,15920520,0,New Mexico,Eddy,3,TRUE,FALSE,,
18c020b4-adfe-4317-b78c-d772be3ecb5d,10/17/2022 5:00,10/17/2022 5:00,3.51232E+13,35,123,Stephens & Johnson Operating Co.,Perry 51,34.895122,-96.486099,WGS84,3750,243426,0,Oklahoma,Pontotoc,3,FALSE,FALSE,,
061ea4a5-1a28-451d-81ea-68864cc51955,10/16/2022 6:00,10/17/2022 6:00,5.0671E+12,5,67,SIMCOE LLC,Fassett 24-01 3,37.1832,-107.7783,WGS84,3012,143982,0,Colorado,La Plata,3,FALSE,FALSE,,
48188f74-561b-4575-8026-9f9cc4869687,10/15/2022 6:00,10/17/2022 6:00,5.07108E+12,5,71,Evergreen Natural Resources LLC,Pumpernickel 12-29,37.13765,-104.808357,WGS84,1580,48930,12512,Colorado,Las Animas,3,FALSE,FALSE,,
be01f9cb-dee0-414a-8395-9c64b5d2b9e7,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 9N-8C-L,40.41465,-104.82794,NAD83,7269,7066380,0,Colorado,Weld,3,FALSE,FALSE,,
4d22908d-b731-460a-b1d8-d06d7377d877,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 40N-8B-L2,40.41465,-104.82779,NAD83,7210,6893107,0,Colorado,Weld,3,FALSE,FALSE,,
8e06782f-a79b-4c60-8c18-da913fcbdf2b,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 39N-8C-L,40.41466,-104.82815,NAD83,7266,7040845,0,Colorado,Weld,3,FALSE,FALSE,,
f49599ee-6f7f-4cdc-acbe-f7d29bbe0256,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 9C-8-L,40.41466,-104.82808,NAD83,7383,6994188,0,Colorado,Weld,3,FALSE,FALSE,,
4aa5de8b-670a-4042-9c54-bd40be0f3cc5,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 40C-8-L2,40.41465,-104.82787,NAD83,7371,6428428,0,Colorado,Weld,3,FALSE,FALSE,,
3e5c9922-f9e6-4c55-b2a1-bfdc17b3645d,10/8/2022 6:00,10/17/2022 6:00,5.12351E+12,5,123,PDC Energy,Bost Farm 9N-8B-L,40.41465,-104.82801,NAD83,7195,6992231,0,Colorado,Weld,3,FALSE,FALSE,,
95e1ba20-c816-498b-8c43-b53875efdc3c,9/27/2022 6:00,10/17/2022 6:00,3.3061E+13,33,61,"Slawson Exploration Company, Inc.",Vixen Federal 3-19-30H,47.975224,-102.373394,NAD83,10054,11527315.8,0,North Dakota,Mountrail,3,TRUE,FALSE,,
fa86193b-4076-44a0-b9e4-4167fa7bc9ec,10/3/2022 6:00,10/17/2022 6:00,3.3061E+13,33,61,Whiting Petroleum,LITTLEFIELD  11 21HU,48.065,-102.3949,NAD27,10376.9,13247467.8,0,North Dakota,Mountrail,3,FALSE,FALSE,,
acc0e459-a5c5-4957-9358-c8cb4ff15de5,10/3/2022 6:00,10/17/2022 6:00,3.3061E+13,33,61,Whiting Petroleum,LITTLEFIELD  11 21TFHU,48.0651,-102.3949,NAD83,10487.35,14083188,0,North Dakota,Mountrail,3,FALSE,FALSE,,
2a9d5f92-23ad-4250-acde-9326abeb95b7,10/17/2022 8:00,10/17/2022 8:00,5.01032E+13,50,103,ConocoPhillips Company/Burlington Resources,MT7-02,70.173293,-151.690457,NAD27,8485,491516,0,Alaska,Harrison Bay,3,FALSE,FALSE,,
2ac58de6-cfd7-4e3b-a97c-751649991374,10/17/2022 9:56,10/17/2022 17:51,4.21034E+13,42,103,Slant Operating ,JB Tubb C 40,31.487686,-102.620409,NAD83,4659,372737,24457,Texas,Crane,3,FALSE,FALSE,,
5c0676dc-f931-4b5d-8170-0f4e78d4405e,10/16/2022 0:00,10/18/2022 0:00,2.50832E+13,25,83,"White Rock Oil & Gas, LLC",ALBIN FARMS 34X-32,47.792645,-104.430123,NAD83,10521,2925865,0,Montana,Richland,3,FALSE,FALSE,,
65075ab7-ecc2-4bcd-b228-cc7ae7c019d0,9/23/2022 0:00,10/18/2022 0:00,3.40132E+13,34,13,"Ascent Resources - Utica, LLC",R HOOVER SE WHL BL 8H,40.141254,-80.888357,NAD83,9633,20129844,0,Ohio,Belmont,3,FALSE,FALSE,,
272f8ee6-bafb-4651-b9ae-06820ac6e5ef,10/4/2022 0:00,10/18/2022 0:00,3.50632E+13,35,63,"Foundation Energy Management, LLC",Margie 0508 3HX,35.000292,-96.378802,NAD27,4924,15165612,0,Oklahoma,Hughes,3,FALSE,FALSE,,
713e7c09-1e31-429f-9ef1-777428c7c0a5,10/4/2022 0:00,10/18/2022 0:00,3.50632E+13,35,63,"Foundation Energy Management, LLC",Margie 0508 4HX,35.000237,-96.37874,NAD27,4826,211594808,0,Oklahoma,Hughes,3,FALSE,FALSE,,
c2057a44-2d1f-4776-a0d0-ff1a921f5dbd,10/10/2022 0:00,10/18/2022 0:00,4.20035E+13,42,3,"Elevation Resources, LLC",UL G 9-33 A 1H,32.163259,-102.592307,NAD27,10011,14974680,0,Texas,Andrews,3,FALSE,FALSE,,
3cbd3f99-f39b-4961-b45a-7193911fddd4,10/18/2022 0:00,10/18/2022 0:00,4.22333E+13,42,233,Scout Energy Partners,South Herring 207,35.793678,-101.542501,NAD27,2880,47586,0,Texas,Hutchinson,3,FALSE,FALSE,,
d03fe782-aa28-4bab-a8df-8ba5e4fadca5,10/1/2022 0:00,10/18/2022 0:00,4.23014E+13,42,301,"EOG Resources, Inc.",MCGREGOR C UNIT #752H,31.884166,-103.5409056,NAD83,12529.28,19938492,0,Texas,Loving,3,FALSE,FALSE,,
dbd583c7-17d7-49e9-9aac-6e8e6382ae2f,10/2/2022 0:00,10/18/2022 0:00,4.23014E+13,42,301,"EOG Resources, Inc.",MCGREGOR B UNIT #753H,31.884166,-103.540841,NAD83,12541.88,19673682,0,Texas,Loving,3,FALSE,FALSE,,
9d234d32-e758-4727-a919-8e1feb16a790,10/11/2022 0:00,10/18/2022 0:00,4.24794E+13,42,479,Lewis Energy Group,JEV-KING STATE GU NO. 1H,27.95988322,-99.44443048,WGS84,11074,17234149,0,Texas,Webb,3,FALSE,FALSE,,
c7635e7f-e77b-4321-a454-75598b04991d,10/1/2022 0:00,10/18/2022 0:00,4.24794E+13,42,479,"Chesapeake Operating, Inc.",PGE Browne H 10H,28.125417,-99.827501,NAD27,7566,17228736,0,Texas,Webb,3,FALSE,FALSE,,
6e0245fd-ce53-4481-b38c-964890988ad8,10/1/2022 0:00,10/18/2022 0:00,4.24794E+13,42,479,"Chesapeake Operating, Inc.",PGE Browne H 11H,28.125348,-99.827502,NAD27,7594,16297470,0,Texas,Webb,3,FALSE,FALSE,,
6636ef5b-bd19-4a3c-b529-e40de29a6872,10/1/2022 0:00,10/18/2022 0:00,4.24794E+13,42,479,"Chesapeake Operating, Inc.",PGE Browne H 12H,28.125279,-99.827502,NAD27,7624,17316348,0,Texas,Webb,3,FALSE,FALSE,,
b7e231b0-7cc8-4875-8767-9190c01c4652,9/24/2022 5:00,10/18/2022 5:00,1.70174E+13,17,17,"Chesapeake Operating, Inc.",HA RA SUH;MLT 5&32&29-15-15 HC 002-ALT,32.3113556,-93.9304015,NAD83,11428.6,30190818,0,Louisiana,Caddo,3,FALSE,FALSE,,
c0c54f8e-f408-47eb-81a5-b7ce6b719cac,9/9/2022 5:00,10/18/2022 5:00,3.50173E+13,35,17,Cimarex Energy Co.,LEOTA 4H-1918X,35.580783,-98.089717,NAD83,11642,26434266,0,Oklahoma,Canadian,3,FALSE,FALSE,,
34e9fd18-d07e-431f-b345-7ccbb4ae3738,10/12/2022 5:00,10/18/2022 5:00,3.50173E+13,35,17,Citizen Energy II,RIVIERA 1405 4-31MH,35.6499,-97.7755,NAD27,7858,13698537,0,Oklahoma,Canadian,3,FALSE,FALSE,,
9c0d5810-a712-4070-b428-c333f0d5797a,10/12/2022 5:00,10/18/2022 5:00,3.50173E+13,35,17,Citizen Energy II,RIVIERA 1405 6-31MH,35.6499,-97.7765,NAD27,7817,11593452,0,Oklahoma,Canadian,3,FALSE,FALSE,,
17b48c20-2244-46a2-8020-e43fdc072f45,10/9/2022 5:00,10/18/2022 5:00,3.50733E+13,35,73,Ovintiv Mid-Continent Inc. ,Coffey 1507 2H-27X,35.753822,-97.933225,NAD27,8447.42,24666222,27793,Oklahoma,Kingfisher,3,FALSE,FALSE,,
e8757eac-ddc1-4be8-a590-5a8aa7a5ac70,10/9/2022 5:00,10/18/2022 5:00,3.50733E+13,35,73,Ovintiv Mid-Continent Inc. ,Coffey 1507 3H-27X,35.753822,-97.933158,NAD27,8431.64,25687704,29478,Oklahoma,Kingfisher,3,FALSE,FALSE,,
0616b263-7994-4838-a2cf-09899d4c08ab,10/17/2022 5:00,10/18/2022 5:00,3.50733E+13,35,73,Mach Resources,Baxter Trust 27-18-5 1MH,36.015724,-97.724491,NAD83,6895,8367366,0,Oklahoma,Kingfisher,3,FALSE,FALSE,,
603b644c-5e71-44e0-81c7-87eefb9ae9cd,10/10/2022 5:00,10/18/2022 5:00,4.20035E+13,42,3,"Elevation Resources, LLC",UL G 9-33 B 2H,32.16325934,-102.5923067,NAD27,10060,15186486,0,Texas,Andrews,3,FALSE,FALSE,,
b0194fbf-8ad2-46ea-b38f-e719238b46cd,10/10/2022 5:00,10/18/2022 5:00,4.22274E+13,42,227,"Surge Operating, LLC",Wham Unit A 22-23 2AH,32.483203,-101.3430187,NAD83,6742,15948248,0,Texas,Howard,3,FALSE,FALSE,,
